Food_Item,Category,Carbohydrates_g,Protein_g,Fat_g,Fiber_g,Calories,Total_Macros_g,Carbs_Protein_Ratio,Calorie_Density_Label
At Tasting Fryer Oven Fries Lamb Weston Ziggy Frie,Lamb,23.0,2.3,6.3,2.7,164.0,31.6,9.999956521928166,Medium
Oakhurst Slow Cooked Lamb Shanks With Mint Gravy C,Lamb,3.9,17.2,10.6,0.8,181.0,31.699999999999996,0.22674405421857313,Medium
Grill Fries Salt En Pepper,Lamb,19.7,2.5,8.3,4.9,173.0,30.5,7.879968480126079,Medium
Twister Fries,Lamb,20.0,1.7,7.0,3.4,158.0,28.7,11.764636678607772,Medium
Slow Cooked Lamb Shanks With Mint Jus,Lamb,0.79,6.61,2.87,0.17,55.5,10.27,0.11951570421224779,Low
2 Lamb Shanks,Lamb,6.9,24.1,8.4,1.2,200.0,39.4,0.28630693514235056,Medium
Tasty Minted Lamb Kebabs Gisttenfree Deliciou,Lamb,7.7,18.0,19.0,1.2,273.0,44.7,0.4277775401235888,Medium
Beef And Lamb Gyro Slices,Lamb,8.82,12.3,28.2,0.0,333.3,49.32,0.7170725877458636,High
Twister,Lamb,22.0,2.4,7.6,9.8,174.0,32.0,9.166628472381365,Medium
Middle Eastern Lamb Shoulder,Lamb,4.1,15.8,14.5,1.0,212.0,34.4,0.2594935066496793,Medium
Pulled Lamb Keema Rolls,Lamb,24.9,7.4,6.7,2.8,195.0,39.0,3.364860317756327,Medium
Great Tasting An Fryer & Enries Lamb Weston Twiste,Lamb,26.0,1.8,6.6,2.4,176.0,34.4,14.444364197976677,Medium
Lamb And Mint Burgers,Lamb,1.12,7.28,5.25,0.0,81.2,13.65,0.15384594251930975,Low
Moroccan Lamb Tagine,Lamb,7.7,10.8,3.1,1.9,106.0,21.6,0.7129623028126826,Medium
Moroccan Lamb Meatballs,Lamb,17.6,5.4,8.3,1.7,170.2,31.3,3.2592532236051417,Medium
Lamb Kofta Flavour Ridge Cut Crisps,Lamb,55.0,5.9,32.2,3.5,540.0,93.1,9.322018098274409,High
Mutton Biryani,Lamb,20.6,9.1,5.2,0.0,170.0,34.900000000000006,2.2637337761167298,Medium
Lamb Grillsteaks,Lamb,6.7,18.6,14.9,1.8,238.0,40.2,0.36021486009953757,Medium
Slow Cooked Lamb Shank In Red Wine Gravy,Lamb,2.9,23.8,8.2,0.1,181.0,34.9,0.12184868829887045,Medium
Moroccan Style Lamb Shoulder,Lamb,6.9,15.6,17.2,0.5,245.0,39.7,0.4423074087773021,Medium
20% Minced Lamb,Lamb,0.5,21.5,20.0,0.5,266.0,42.0,0.02325580313683575,Medium
New Zealand Lamb Chops,Lamb,0.0,18.5,18.9,0.0,244.1,37.4,0.0,Medium
Lamb Vindaloo,Lamb,14.5,7.81,5.95,1.86,145.0,28.259999999999998,1.8565917329171155,Medium
Minced Lamb Hotpot,Lamb,13.8,7.3,3.8,0.0,122.0,24.900000000000002,1.890408369303604,Medium
Slow Cooked Harissa Lamb Shanks,Lamb,0.19,16.33,7.83,0.36,137.2,24.35,0.011635020431708248,Medium
Grass Fed Ground Lamb,Lamb,0.0,19.47,11.5,0.0,186.0,30.97,0.0,Medium
Super Crispy Tots,Lamb,25.0,2.38,10.71,2.38,214.3,38.09,10.50415754555653,Medium
4 Lamb Lion Chops,Lamb,0.0,17.6,23.0,0.0,277.0,40.6,0.0,Medium
Garden Mint Marinade,Lamb,70.8,2.9,0.4,1.3,331.0,74.10000000000001,24.41370891824511,High
Lamb Soup,Lamb,6.8,3.0,1.0,1.1,50.0,10.8,2.266659111136296,Low
Fårepølse,Lamb,1.0,24.0,23.0,0.0,306.0,48.0,0.04166664930556279,High
Slow Cooked British Lamb Casserole With A Rich Red Wine Gravy,Lamb,3.6,12.6,5.7,1.4,119.0,21.9,0.28571405895709606,Medium
Lamb Casserole Recipe Base,Lamb,8.14,1.4,0.47,0.0,97.3,10.010000000000002,5.814244183970115,Low
Sweet & Delicious Bistro Salad,Lamb,5.0,1.7,0.5,1.7,31.0,7.2,2.941159169651943,Low
Irish Lamb Leg Steaks,Lamb,0.1,19.0,12.3,0.0,187.0,31.400000000000002,0.005263155124655198,Medium
Onigiri Avocat,Sushi,29.0,2.4,3.5,0.0,161.0,34.9,12.08328298632089,Medium
Sushi Box,Sushi,22.0,5.5,9.4,0.0,196.0,36.9,3.999992727285951,Medium
Onigiri Saumon Sauce Teriyaki,Sushi,29.0,4.5,1.8,0.0,152.0,35.3,6.444430123488615,Medium
Rainbow Salmon Poke,Sushi,24.57,5.54,4.15,0.69,159.4,34.26,4.435010045108222,Medium
Riz Japonica - Spécial Sushi,Sushi,77.5,5.8,1.0,0.0,345.0,84.3,13.362045927507022,High
Sushi Box Komaki,Sushi,26.0,4.7,4.6,1.0,166.0,35.3,5.531903123610376,Medium
Sushi Rice,Sushi,80.4,6.7,0.4,1.0,354.0,87.50000000000001,11.999982089578973,High
Riz Sushi Japonica,Sushi,76.0,6.8,1.3,1.0,345.0,84.1,11.176454152273307,High
Sushi Ingwer,Sushi,14.0,0.0,0.5,1.2,61.0,14.5,1400000.0,Low
Classic Vegetable Sushi,Sushi,26.6,3.21,2.88,1.73,148.7,32.690000000000005,8.286578546484279,Medium
Seasoning For Sushi Rice,Sushi,38.0,0.0,0.0,0.0,166.0,38.0,3799999.9999999995,Medium
Sojasauce Sushi,Sushi,8.8,8.2,0.0,0.0,82.0,17.0,1.0731694229641187,Low
Sushi Ginger,Sushi,14.0,0.0,0.5,1.1,61.0,14.5,1400000.0,Low
Riz Sushi,Sushi,78.5,6.4,1.0,1.0,350.6,85.9,12.265605834990883,High
Sushi Reis Original,Sushi,79.0,6.3,0.5,1.0,348.0,85.8,12.539662635456136,High
Salmon & Prawn Sushi Selection,Sushi,30.6,5.1,3.0,0.9,172.0,38.7,5.999988235317187,Medium
Gingembre Pour Sushi,Sushi,19.0,3.3,6.2,1.2,147.0,28.5,5.757558310429363,Medium
Onigiri Saumon Fromage Frais,Sushi,20.0,4.3,2.8,0.0,157.0,27.1,4.651151974065177,Medium
Handroll Katsu,Sushi,28.0,4.6,3.8,0.0,163.0,36.4,6.08694328925372,Medium
Sushi Box Sapporo,Sushi,21.6,5.5,3.2,0.0,139.0,30.3,3.9272655867898427,Medium
Crispy Salmon Dragon Rolls,Sushi,25.0,4.8,5.9,0.8,173.3,35.7,5.208322482661495,Medium
Gingembre Rose Sushi Cock,Sushi,0.83,0.19,0.24,0.85,8.0,1.26,4.368191147834324,Low
Onigiri Thon Mayo Spicy,Sushi,28.0,6.0,6.3,0.0,192.0,40.3,4.6666588889018525,Medium
Duck Poke,Sushi,29.17,3.82,1.91,0.69,150.0,34.9,7.636105664644858,Medium
Sushi Mayonaise,Sushi,27.0,0.0,13.0,0.0,226.0,40.0,2700000.0,Medium
Sweet Sushi Sauce Soja,Sushi,50.0,6.0,0.0,0.0,226.0,56.0,8.333319444467593,Medium
Vinaigre De Riz Pour Sushi,Sushi,3.8,0.0,0.0,0.0,15.0,3.8,379999.99999999994,Low
Riz Pour Sushi,Sushi,78.0,6.1,0.9,0.0,348.0,85.0,12.786864283829045,High
Premium Sushi Rice,Sushi,78.0,7.0,0.7,1.0,348.0,85.7,11.142841224512537,High
Box Full Saumon,Sushi,27.0,5.2,5.0,0.0,175.0,37.2,5.192297707119794,Medium
La Box Du Mois,Sushi,23.0,5.3,4.6,0.0,156.0,32.9,4.339614453557635,Medium
Riz À Sushi,Sushi,78.0,6.7,1.1,0.5,350.0,85.8,11.641773668994524,High
Kikkoman Seasoning For Sushi Rice | Gluten Free,Sushi,38.0,0.0,0.0,0.0,167.0,38.0,3799999.9999999995,Medium
Salmon Poke,Sushi,22.0,5.0,3.6,1.1,141.0,30.6,4.399991200017601,Medium
Bento Sushi,Sushi,18.0,7.0,5.0,0.0,120.0,30.0,2.5714248979644316,Medium
Kit Sushi,Sushi,31.3,4.6,0.0,1.7,147.0,35.9,6.804333034058623,Medium
Sauce De Soja Pour Sushi,Sushi,4.6,7.2,0.0,0.0,47.0,11.8,0.6388880015444423,Low
Sushi,Sushi,24.0,4.9,5.5,0.0,169.0,34.4,4.8979491878588,Medium
Sushi Box Miyagi,Sushi,26.0,5.9,5.1,0.0,174.0,37.0,4.406772191911539,Medium
Vegan Super Selection,Sushi,25.71,3.13,1.6,1.79,133.9,30.44,8.21403126507583,Medium
Sushi Set,Sushi,21.1,4.3,3.3,2.0,134.0,28.700000000000003,4.906965332638762,Medium
Korean Style Chicken Dragon Roll,Sushi,26.24,6.57,4.78,1.57,315.0,37.59,3.9939056409350973,High
Box California Avocado,Sushi,25.0,6.0,6.4,0.0,186.0,37.4,4.166659722233796,Medium
Chicken Katsu Lovers,Sushi,20.89,8.22,5.82,0.99,172.2,34.93,2.541359438735476,Medium
Poulet Frit Coréen,Sushi,32.0,5.5,5.2,0.0,197.0,42.7,5.818171239688655,Medium
Riz Spécial Sushis,Sushi,78.0,7.5,0.6,0.0,352.0,86.1,10.399986133351822,High
Roll Kip Shi Da Poulet 25 Kip Crunch Ro Debalken K,Sushi,22.0,5.7,10.0,0.0,206.0,37.7,3.8596423515046467,Medium
Salade D’Algue,Sushi,13.0,1.4,3.8,0.0,96.0,18.2,9.285647959657432,Low
Salade De Choux Japonais,Sushi,28.0,1.1,5.6,0.0,168.0,34.7,25.454314051690435,Medium
Riz Vinaigré,Sushi,30.0,2.1,0.5,1.5,133.0,32.6,14.285646258827338,Medium
Haruka Japanese Style Rice For Sushi 2 X (1Kg),Sushi,76.3,6.9,0.6,1.3,345.0,83.8,11.05795498847103,High
9 California Thon Mayonnaise,Sushi,22.0,5.3,6.3,0.0,168.0,33.6,4.150935564272521,Medium
Soy Sauce Gluten Free,Sushi,3.8,6.5,0.0,0.0,42.0,10.3,0.5846144852084842,Low
California Saumon Et Suhis Saumon,Sushi,22.0,6.2,3.9,0.0,149.0,32.1,3.54838137357843,Medium
Spicy Mayo,Sushi,10.0,0.9,31.0,0.0,323.0,41.9,11.110987655692714,High
Sushi 4 You,Sushi,22.0,5.5,4.0,0.0,147.0,31.5,3.999992727285951,Medium
Sushis Box 10 Pièces,Sushi,27.0,6.5,6.1,2.0,195.0,39.6,4.153839763323441,Medium
Riz Pour Sushis,Sushi,81.0,5.8,0.8,0.0,353.0,87.6,13.965493162942824,High
Smoked Salmon Sushi Snack,Sushi,26.0,5.7,2.5,1.0,151.0,34.2,4.561395506323673,Medium
Sushi Philadelphia,Sushi,39.8,6.9,0.3,0.0,79.8,46.99999999999999,5.768107582452779,Low
Sushireis,Sushi,77.0,6.3,0.9,0.0,345.0,84.2,12.222202821900284,High
Vegan Sushi Selection,Sushi,27.07,2.63,0.38,1.58,121.8,30.08,10.2927365295189,Medium
La Box Du Mois Sushi Saumon Laqué X 3 + Mali Thon Cuit Mayonnaise Et X 4 + California Végétarien Oignons Frits X 4 + Maki Saumon X 4,Sushi,22.0,5.2,5.0,0.0,155.0,32.2,4.230761094690203,Medium
Wasabi,Sushi,39.0,3.8,9.2,0.0,255.0,52.0,10.263130886497667,Medium
Sushi Mayonnaise,Sushi,27.0,0.0,13.0,0.0,226.0,40.0,2700000.0,Medium
Veggie Sushi,Sushi,26.0,3.4,2.6,1.5,146.0,32.0,7.647036332246081,Medium
Classic Veggie Sushi,Sushi,23.9,2.6,2.1,1.1,127.0,28.6,9.192272337414085,Medium
Veggie Snack Rolls Sushi,Sushi,23.14,2.57,2.71,1.0,130.0,28.42,9.003856016124452,Medium
Yuriko Sushi,Sushi,24.0,5.0,2.9,0.7,145.0,31.9,4.7999904000192,Medium
Ginger People Ginger Sushi Pickled,Sushi,20.0,0.0,0.0,0.0,20.0,20.0,1999999.9999999998,Low
Chirashi Mariné,Sushi,15.68,6.9,7.56,0.0,159.0,30.139999999999997,2.2724604746949644,Medium
Chirashi Marine Saumon,Sushi,18.0,6.9,6.1,0.0,156.0,31.0,2.608691871461056,Medium
Crunch Salmone Roll,Sushi,22.0,5.5,12.0,1.4,221.0,39.5,3.999992727285951,Medium
